1740413442.675987 server started (72401): version 3.4, socket /private/tmp/tmux-502/default, protocol 8
1740413442.676022 on Darwin 23.6.0 Darwin Kernel Version 23.6.0: Mon Jul 29 21:14:04 PDT 2024; root:xnu-10063.141.2~1/RELEASE_ARM64_T8122
1740413442.676029 using libevent 2.1.12-stable select
1740413442.676038 using utf8proc 2.9.0
1740413442.676044 using ncurses 6.5 20240427
1740413442.726329 yylex_token: end at WS
1740413442.726331 yylex_token: bind-key
1740413442.726333 yylex_token: end at WS
1740413442.726335 yylex_token: x
1740413442.726337 yylex_token: end at EOL
1740413442.726339 yylex_token: kill-pane
1740413442.726341 yylex_token: end at WS
1740413442.726343 yylex_token: bind-key
1740413442.726345 yylex_token: end at WS
1740413442.726347 yylex_token: v
1740413442.726349 yylex_token: end at WS
1740413442.726351 yylex_token: split-window
1740413442.726353 yylex_token: end at EOL
1740413442.726355 yylex_token: -v
1740413442.726357 yylex_token: end at WS
1740413442.726359 yylex_token: bind
1740413442.726361 yylex_token: end at WS
1740413442.726363 yylex_token: h
1740413442.726365 yylex_token: end at WS
1740413442.726367 yylex_token: select-pane
1740413442.726369 yylex_token: end at EOL
1740413442.726371 yylex_token: -L
1740413442.726374 yylex_token: end at WS
1740413442.726379 yylex_token: bind
1740413442.726381 yylex_token: end at WS
1740413442.726383 yylex_token: j
1740413442.726385 yylex_token: end at WS
1740413442.726387 yylex_token: select-pane
1740413442.726389 yylex_token: end at EOL
1740413442.726391 yylex_token: -D
1740413442.726393 yylex_token: end at WS
1740413442.726395 yylex_token: bind
1740413442.726397 yylex_token: end at WS
1740413442.726399 yylex_token: k
1740413442.726401 yylex_token: end at WS
1740413442.726403 yylex_token: select-pane
1740413442.726405 yylex_token: end at EOL
1740413442.726407 yylex_token: -U
1740413442.726409 yylex_token: end at WS
1740413442.726411 yylex_token: bind
1740413442.726413 yylex_token: end at WS
1740413442.726415 yylex_token: l
1740413442.726417 yylex_token: end at WS
1740413442.726419 yylex_token: select-pane
1740413442.726421 yylex_token: end at EOL
1740413442.726422 yylex_token: -R
1740413442.726425 yylex_token: end at WS
1740413442.726427 yylex_token: bind
1740413442.726428 yylex_token: end at WS
1740413442.726430 yylex_token: -r
1740413442.726432 yylex_token: end at WS
1740413442.726434 yylex_token: H
1740413442.726436 yylex_token: end at WS
1740413442.726438 yylex_token: resize-pane
1740413442.726440 yylex_token: end at WS
1740413442.726442 yylex_token: -L
1740413442.726444 yylex_token: end at EOL
1740413442.726446 yylex_token: 10
1740413442.726448 yylex_token: end at WS
1740413442.726450 yylex_token: bind
1740413442.726452 yylex_token: end at WS
1740413442.726453 yylex_token: -r
1740413442.726455 yylex_token: end at WS
1740413442.726457 yylex_token: J
1740413442.726459 yylex_token: end at WS
1740413442.726461 yylex_token: resize-pane
1740413442.726463 yylex_token: end at WS
1740413442.726465 yylex_token: -D
1740413442.726467 yylex_token: end at EOL
1740413442.726469 yylex_token: 10
1740413442.726471 yylex_token: end at WS
1740413442.726473 yylex_token: bind
1740413442.726475 yylex_token: end at WS
1740413442.726476 yylex_token: -r
1740413442.726478 yylex_token: end at WS
1740413442.726480 yylex_token: K
1740413442.726482 yylex_token: end at WS
1740413442.726484 yylex_token: resize-pane
1740413442.726486 yylex_token: end at WS
1740413442.726488 yylex_token: -U
1740413442.726490 yylex_token: end at EOL
1740413442.726492 yylex_token: 10
1740413442.726494 yylex_token: end at WS
1740413442.726496 yylex_token: bind
1740413442.726498 yylex_token: end at WS
1740413442.726500 yylex_token: -r
1740413442.726502 yylex_token: end at WS
1740413442.726504 yylex_token: L
1740413442.726507 yylex_token: end at WS
1740413442.726508 yylex_token: resize-pane
1740413442.726510 yylex_token: end at WS
1740413442.726512 yylex_token: -R
1740413442.726514 yylex_token: end at EOL
1740413442.726516 yylex_token: 10
1740413442.726519 yylex_token: end at WS
1740413442.726520 yylex_token: setw
1740413442.726522 yylex_token: end at WS
1740413442.726524 yylex_token: -g
1740413442.726526 yylex_token: end at WS
1740413442.726528 yylex_token: mouse
1740413442.726530 yylex_token: end at EOL
1740413442.726532 yylex_token: on
1740413442.726534 yylex_token: end at WS
1740413442.726536 yylex_token: set
1740413442.726538 yylex_token: end at WS
1740413442.726540 yylex_token: -g
1740413442.726542 yylex_token: end at WS
1740413442.726544 yylex_token: status-position
1740413442.726546 yylex_token: end at EOL
1740413442.726548 yylex_token: top
1740413442.726550 yylex_token: end at WS
1740413442.726552 yylex_token: set
1740413442.726554 yylex_token: end at WS
1740413442.726556 yylex_token: -g
1740413442.726558 yylex_token: end at WS
1740413442.726560 yylex_token: status-interval
1740413442.726562 yylex_token: end at EOL
1740413442.726564 yylex_token: 1
1740413442.726567 yylex_token: end at WS
1740413442.726569 yylex_token: set-option
1740413442.726571 yylex_token: end at WS
1740413442.726572 yylex_token: -g
1740413442.726575 yylex_token: end at WS
1740413442.726577 yylex_token: automatic-rename
1740413442.726579 yylex_token: end at EOL
1740413442.726581 yylex_token: on
1740413442.726583 yylex_token: end at WS
1740413442.726585 yylex_token: set-option
1740413442.726587 yylex_token: end at WS
1740413442.726592 yylex_token: -g
1740413442.726595 yylex_token: end at WS
1740413442.726597 yylex_token: automatic-rename-format
1740413442.726600 yylex_token: end at EOL
1740413442.726602 yylex_token: #{b:pane_current_path}
1740413442.726605 yylex_token: end at WS
1740413442.726606 yylex_token: set
1740413442.726608 yylex_token: end at WS
1740413442.726610 yylex_token: -g
1740413442.726612 yylex_token: end at WS
1740413442.726614 yylex_token: @plugin
1740413442.726617 yylex_token: end at EOL
1740413442.726619 yylex_token: tmux-plugins/tpm
1740413442.726621 yylex_token: end at WS
1740413442.726623 yylex_token: set
1740413442.726625 yylex_token: end at WS
1740413442.726627 yylex_token: -g
1740413442.726629 yylex_token: end at WS
1740413442.726631 yylex_token: @plugin
1740413442.726634 yylex_token: end at EOL
1740413442.726636 yylex_token: tmux-plugins/tmux-sensible
1740413442.726638 yylex_token: end at WS
1740413442.726640 yylex_token: set
1740413442.726642 yylex_token: end at WS
1740413442.726644 yylex_token: -g
1740413442.726646 yylex_token: end at WS
1740413442.726648 yylex_token: @plugin
1740413442.726651 yylex_token: end at EOL
1740413442.726653 yylex_token: christoomey/vim-tmux-navigator
1740413442.726656 yylex_token: end at WS
1740413442.726657 yylex_token: set
1740413442.726659 yylex_token: end at WS
1740413442.726661 yylex_token: -g
1740413442.726663 yylex_token: end at WS
1740413442.726665 yylex_token: @plugin
1740413442.726668 yylex_token: end at EOL
1740413442.726669 yylex_token: dracula/tmux
1740413442.726672 yylex_token: end at WS
1740413442.726673 yylex_token: set
1740413442.726675 yylex_token: end at WS
1740413442.726677 yylex_token: -g
1740413442.726680 yylex_token: end at WS
1740413442.726682 yylex_token: @dracula-plugins
1740413442.726685 yylex_token: end at EOL
1740413442.726686 yylex_token: cpu-usage ram-usage
1740413442.726689 yylex_token: end at WS
1740413442.726690 yylex_token: set
1740413442.726692 yylex_token: end at WS
1740413442.726694 yylex_token: -g
1740413442.726697 yylex_token: end at WS
1740413442.726699 yylex_token: @dracula-refresh-rate
1740413442.726701 yylex_token: end at WS
1740413442.726703 yylex_token: 1
1740413442.726705 yylex_token: end at WS
1740413442.726707 yylex_token: set
1740413442.726709 yylex_token: end at WS
1740413442.726711 yylex_token: -g
1740413442.726714 yylex_token: end at WS
1740413442.726716 yylex_token: @dracula-border-contrast
1740413442.726718 yylex_token: end at EOL
1740413442.726719 yylex_token: true
1740413442.726722 yylex_token: end at WS
1740413442.726724 yylex_token: set
1740413442.726725 yylex_token: end at WS
1740413442.726727 yylex_token: -g
1740413442.726730 yylex_token: end at WS
1740413442.726732 yylex_token: @dracula-show-left-icon
1740413442.726734 yylex_token: end at EOL
1740413442.726736 yylex_token: tmux
1740413442.726739 yylex_token: end at WS
1740413442.726740 yylex_token: run
1740413442.726743 yylex_token: end at EOL
1740413442.726745 yylex_token: ~/.tmux/plugins/tpm/tpm
1740413442.726749 cmd_parse_build_commands 0:0: set
1740413442.726751 cmd_parse_build_commands 0:1: -s
1740413442.726753 cmd_parse_build_commands 0:2: escape-time
1740413442.726755 cmd_parse_build_commands 0:3: 0
1740413442.726757 cmd_parse_build_commands 1:0: unbind
1740413442.726759 cmd_parse_build_commands 1:1: C-b
1740413442.726761 cmd_parse_build_commands 2:0: set-option
1740413442.726762 cmd_parse_build_commands 2:1: -g
1740413442.726764 cmd_parse_build_commands 2:2: prefix
1740413442.726766 cmd_parse_build_commands 2:3: C-space
1740413442.726768 cmd_parse_build_commands 3:0: bind-key
1740413442.726770 cmd_parse_build_commands 3:1: C-space
1740413442.726772 cmd_parse_build_commands 3:2: send-prefix
1740413442.726774 cmd_parse_build_commands 4:0: bind-key
1740413442.726776 cmd_parse_build_commands 4:1: q
1740413442.726778 cmd_parse_build_commands 4:2: kill-session
1740413442.726780 cmd_parse_build_commands 5:0: bind-key
1740413442.726782 cmd_parse_build_commands 5:1: x
1740413442.726784 cmd_parse_build_commands 5:2: kill-pane
1740413442.726786 cmd_parse_build_commands 6:0: bind-key
1740413442.726790 cmd_parse_build_commands 6:1: v
1740413442.726792 cmd_parse_build_commands 6:2: split-window
1740413442.726794 cmd_parse_build_commands 6:3: -v
1740413442.726796 cmd_parse_build_commands 7:0: bind
1740413442.726798 cmd_parse_build_commands 7:1: h
1740413442.726800 cmd_parse_build_commands 7:2: select-pane
1740413442.726802 cmd_parse_build_commands 7:3: -L
1740413442.726804 cmd_parse_build_commands 8:0: bind
1740413442.726806 cmd_parse_build_commands 8:1: j
1740413442.726808 cmd_parse_build_commands 8:2: select-pane
1740413442.726810 cmd_parse_build_commands 8:3: -D
1740413442.726812 cmd_parse_build_commands 9:0: bind
1740413442.726813 cmd_parse_build_commands 9:1: k
1740413442.726815 cmd_parse_build_commands 9:2: select-pane
1740413442.726817 cmd_parse_build_commands 9:3: -U
1740413442.726819 cmd_parse_build_commands 10:0: bind
1740413442.726821 cmd_parse_build_commands 10:1: l
1740413442.726823 cmd_parse_build_commands 10:2: select-pane
1740413442.726825 cmd_parse_build_commands 10:3: -R
1740413442.726827 cmd_parse_build_commands 11:0: bind
1740413442.726828 cmd_parse_build_commands 11:1: -r
1740413442.726830 cmd_parse_build_commands 11:2: H
1740413442.726832 cmd_parse_build_commands 11:3: resize-pane
1740413442.726834 cmd_parse_build_commands 11:4: -L
1740413442.726836 cmd_parse_build_commands 11:5: 10
1740413442.726838 cmd_parse_build_commands 12:0: bind
1740413442.726840 cmd_parse_build_commands 12:1: -r
1740413442.726842 cmd_parse_build_commands 12:2: J
1740413442.726844 cmd_parse_build_commands 12:3: resize-pane
1740413442.726845 cmd_parse_build_commands 12:4: -D
1740413442.726847 cmd_parse_build_commands 12:5: 10
1740413442.726849 cmd_parse_build_commands 13:0: bind
1740413442.726851 cmd_parse_build_commands 13:1: -r
1740413442.726853 cmd_parse_build_commands 13:2: K
1740413442.726855 cmd_parse_build_commands 13:3: resize-pane
1740413442.726856 cmd_parse_build_commands 13:4: -U
1740413442.726858 cmd_parse_build_commands 13:5: 10
1740413442.726860 cmd_parse_build_commands 14:0: bind
1740413442.726862 cmd_parse_build_commands 14:1: -r
1740413442.726864 cmd_parse_build_commands 14:2: L
1740413442.726866 cmd_parse_build_commands 14:3: resize-pane
1740413442.726868 cmd_parse_build_commands 14:4: -R
1740413442.726869 cmd_parse_build_commands 14:5: 10
1740413442.726871 cmd_parse_build_commands 15:0: setw
1740413442.726873 cmd_parse_build_commands 15:1: -g
1740413442.726875 cmd_parse_build_commands 15:2: mouse
1740413442.726877 cmd_parse_build_commands 15:3: on
1740413442.726879 cmd_parse_build_commands 16:0: set
1740413442.726881 cmd_parse_build_commands 16:1: -g
1740413442.726883 cmd_parse_build_commands 16:2: status-position
1740413442.726884 cmd_parse_build_commands 16:3: top
1740413442.726886 cmd_parse_build_commands 17:0: set
1740413442.726888 cmd_parse_build_commands 17:1: -g
1740413442.726890 cmd_parse_build_commands 17:2: status-interval
1740413442.726892 cmd_parse_build_commands 17:3: 1
1740413442.726894 cmd_parse_build_commands 18:0: set-option
1740413442.726896 cmd_parse_build_commands 18:1: -g
1740413442.726898 cmd_parse_build_commands 18:2: automatic-rename
1740413442.726900 cmd_parse_build_commands 18:3: on
1740413442.726901 cmd_parse_build_commands 19:0: set-option
1740413442.726903 cmd_parse_build_commands 19:1: -g
1740413442.726905 cmd_parse_build_commands 19:2: automatic-rename-format
1740413442.726907 cmd_parse_build_commands 19:3: #{b:pane_current_path}
1740413442.726909 cmd_parse_build_commands 20:0: set
1740413442.726911 cmd_parse_build_commands 20:1: -g
1740413442.726913 cmd_parse_build_commands 20:2: @plugin
1740413442.726915 cmd_parse_build_commands 20:3: tmux-plugins/tpm
1740413442.726917 cmd_parse_build_commands 21:0: set
1740413442.726919 cmd_parse_build_commands 21:1: -g
1740413442.726920 cmd_parse_build_commands 21:2: @plugin
1740413442.726922 cmd_parse_build_commands 21:3: tmux-plugins/tmux-sensible
1740413442.726924 cmd_parse_build_commands 22:0: set
1740413442.726926 cmd_parse_build_commands 22:1: -g
1740413442.726928 cmd_parse_build_commands 22:2: @plugin
1740413442.726937 cmd_parse_build_commands 22:3: christoomey/vim-tmux-navigator
1740413442.726939 cmd_parse_build_commands 23:0: set
1740413442.726941 cmd_parse_build_commands 23:1: -g
1740413442.726943 cmd_parse_build_commands 23:2: @plugin
1740413442.726945 cmd_parse_build_commands 23:3: dracula/tmux
1740413442.726947 cmd_parse_build_commands 24:0: set
1740413442.726949 cmd_parse_build_commands 24:1: -g
1740413442.726951 cmd_parse_build_commands 24:2: @dracula-plugins
1740413442.726953 cmd_parse_build_commands 24:3: cpu-usage ram-usage
1740413442.726955 cmd_parse_build_commands 25:0: set
1740413442.726956 cmd_parse_build_commands 25:1: -g
1740413442.726958 cmd_parse_build_commands 25:2: @dracula-refresh-rate
1740413442.726960 cmd_parse_build_commands 25:3: 1
1740413442.726962 cmd_parse_build_commands 26:0: set
1740413442.726964 cmd_parse_build_commands 26:1: -g
1740413442.726966 cmd_parse_build_commands 26:2: @dracula-border-contrast
1740413442.726968 cmd_parse_build_commands 26:3: true
1740413442.726970 cmd_parse_build_commands 27:0: set
1740413442.726972 cmd_parse_build_commands 27:1: -g
1740413442.726973 cmd_parse_build_commands 27:2: @dracula-show-left-icon
1740413442.726975 cmd_parse_build_commands 27:3: tmux
1740413442.726977 cmd_parse_build_commands 28:0: run
1740413442.726979 cmd_parse_build_commands 28:1: ~/.tmux/plugins/tpm/tpm
1740413442.726983 args_parse_flags: next -s
1740413442.726984 args_parse_flags: -s
1740413442.726986 args_parse_flags: next escape-time
1740413442.726988 args_parse: flags end at 2 of 4
1740413442.726990 args_parse: 2 = escape-time (type STRING)
1740413442.726994 args_parse: 3 = 0 (type STRING)
1740413442.726997 args_parse_flags: next C-b
1740413442.727000 args_parse: flags end at 1 of 2
1740413442.727002 args_parse: 1 = C-b (type STRING)
1740413442.727005 args_parse_flags: next -g
1740413442.727007 args_parse_flags: -g
1740413442.727009 args_parse_flags: next prefix
1740413442.727011 args_parse: flags end at 2 of 4
1740413442.727013 args_parse: 2 = prefix (type STRING)
1740413442.727015 args_parse: 3 = C-space (type STRING)
1740413442.727018 args_parse_flags: next C-space
1740413442.727020 args_parse: flags end at 1 of 3
1740413442.727022 args_parse: 1 = C-space (type STRING)
1740413442.727024 args_parse: 2 = send-prefix (type STRING)
1740413442.727027 args_parse_flags: next q
1740413442.727029 args_parse: flags end at 1 of 3
1740413442.727031 args_parse: 1 = q (type STRING)
1740413442.727033 args_parse: 2 = kill-session (type STRING)
1740413442.727036 args_parse_flags: next x
1740413442.727038 args_parse: flags end at 1 of 3
1740413442.727040 args_parse: 1 = x (type STRING)
1740413442.727042 args_parse: 2 = kill-pane (type STRING)
1740413442.727045 args_parse_flags: next v
1740413442.727047 args_parse: flags end at 1 of 4
1740413442.727048 args_parse: 1 = v (type STRING)
1740413442.727051 args_parse: 2 = split-window (type STRING)
1740413442.727053 args_parse: 3 = -v (type STRING)
1740413442.727056 args_parse_flags: next h
1740413442.727058 args_parse: flags end at 1 of 4
1740413442.727060 args_parse: 1 = h (type STRING)
1740413442.727062 args_parse: 2 = select-pane (type STRING)
1740413442.727064 args_parse: 3 = -L (type STRING)
1740413442.727067 args_parse_flags: next j
1740413442.727069 args_parse: flags end at 1 of 4
1740413442.727071 args_parse: 1 = j (type STRING)
1740413442.727073 args_parse: 2 = select-pane (type STRING)
1740413442.727075 args_parse: 3 = -D (type STRING)
1740413442.727078 args_parse_flags: next k
1740413442.727079 args_parse: flags end at 1 of 4
1740413442.727081 args_parse: 1 = k (type STRING)
1740413442.727083 args_parse: 2 = select-pane (type STRING)
1740413442.727085 args_parse: 3 = -U (type STRING)
1740413442.727088 args_parse_flags: next l
1740413442.727090 args_parse: flags end at 1 of 4
1740413442.727092 args_parse: 1 = l (type STRING)
1740413442.727094 args_parse: 2 = select-pane (type STRING)
1740413442.727096 args_parse: 3 = -R (type STRING)
1740413442.727099 args_parse_flags: next -r
1740413442.727101 args_parse_flags: -r
1740413442.727106 args_parse_flags: next H
1740413442.727108 args_parse: flags end at 2 of 6
1740413442.727110 args_parse: 2 = H (type STRING)
1740413442.727112 args_parse: 3 = resize-pane (type STRING)
1740413442.727114 args_parse: 4 = -L (type STRING)
1740413442.727117 args_parse: 5 = 10 (type STRING)
1740413442.727120 args_parse_flags: next -r
1740413442.727122 args_parse_flags: -r
1740413442.727124 args_parse_flags: next J
1740413442.727126 args_parse: flags end at 2 of 6
1740413442.727128 args_parse: 2 = J (type STRING)
1740413442.727130 args_parse: 3 = resize-pane (type STRING)
1740413442.727132 args_parse: 4 = -D (type STRING)
1740413442.727134 args_parse: 5 = 10 (type STRING)
1740413442.727137 args_parse_flags: next -r
1740413442.727139 args_parse_flags: -r
1740413442.727141 args_parse_flags: next K
1740413442.727143 args_parse: flags end at 2 of 6
1740413442.727145 args_parse: 2 = K (type STRING)
1740413442.727147 args_parse: 3 = resize-pane (type STRING)
1740413442.727149 args_parse: 4 = -U (type STRING)
1740413442.727151 args_parse: 5 = 10 (type STRING)
1740413442.727154 args_parse_flags: next -r
1740413442.727156 args_parse_flags: -r
1740413442.727158 args_parse_flags: next L
1740413442.727160 args_parse: flags end at 2 of 6
1740413442.727162 args_parse: 2 = L (type STRING)
1740413442.727164 args_parse: 3 = resize-pane (type STRING)
1740413442.727166 args_parse: 4 = -R (type STRING)
1740413442.727168 args_parse: 5 = 10 (type STRING)
1740413442.727172 args_parse_flags: next -g
1740413442.727173 args_parse_flags: -g
1740413442.727175 args_parse_flags: next mouse
1740413442.727177 args_parse: flags end at 2 of 4
1740413442.727179 args_parse: 2 = mouse (type STRING)
1740413442.727181 args_parse: 3 = on (type STRING)
1740413442.727185 args_parse_flags: next -g
1740413442.727186 args_parse_flags: -g
1740413442.727188 args_parse_flags: next status-position
1740413442.727190 args_parse: flags end at 2 of 4
1740413442.727192 args_parse: 2 = status-position (type STRING)
1740413442.727194 args_parse: 3 = top (type STRING)
1740413442.727198 args_parse_flags: next -g
1740413442.727199 args_parse_flags: -g
1740413442.727201 args_parse_flags: next status-interval
1740413442.727203 args_parse: flags end at 2 of 4
1740413442.727205 args_parse: 2 = status-interval (type STRING)
1740413442.727207 args_parse: 3 = 1 (type STRING)
1740413442.727211 args_parse_flags: next -g
1740413442.727213 args_parse_flags: -g
1740413442.727215 args_parse_flags: next automatic-rename
1740413442.727216 args_parse: flags end at 2 of 4
1740413442.727218 args_parse: 2 = automatic-rename (type STRING)
1740413442.727220 args_parse: 3 = on (type STRING)
1740413442.727224 args_parse_flags: next -g
1740413442.727226 args_parse_flags: -g
1740413442.727228 args_parse_flags: next automatic-rename-format
1740413442.727230 args_parse: flags end at 2 of 4
1740413442.727232 args_parse: 2 = automatic-rename-format (type STRING)
1740413442.727234 args_parse: 3 = #{b:pane_current_path} (type STRING)
1740413442.727237 args_parse_flags: next -g
1740413442.727239 args_parse_flags: -g
1740413442.727241 args_parse_flags: next @plugin
1740413442.727243 args_parse: flags end at 2 of 4
1740413442.727245 args_parse: 2 = @plugin (type STRING)
1740413442.727247 args_parse: 3 = tmux-plugins/tpm (type STRING)
1740413442.727250 args_parse_flags: next -g
1740413442.727252 args_parse_flags: -g
1740413442.727254 args_parse_flags: next @plugin
1740413442.727256 args_parse: flags end at 2 of 4
1740413442.727258 args_parse: 2 = @plugin (type STRING)
1740413442.727260 args_parse: 3 = tmux-plugins/tmux-sensible (type STRING)
1740413442.727263 args_parse_flags: next -g
1740413442.727265 args_parse_flags: -g
1740413442.727267 args_parse_flags: next @plugin
1740413442.727269 args_parse: flags end at 2 of 4
1740413442.727271 args_parse: 2 = @plugin (type STRING)
1740413442.727273 args_parse: 3 = christoomey/vim-tmux-navigator (type STRING)
1740413442.727276 args_parse_flags: next -g
1740413442.727278 args_parse_flags: -g
1740413442.727280 args_parse_flags: next @plugin
1740413442.727282 args_parse: flags end at 2 of 4
1740413442.727287 args_parse: 2 = @plugin (type STRING)
1740413442.727289 args_parse: 3 = dracula/tmux (type STRING)
1740413442.727292 args_parse_flags: next -g
1740413442.727294 args_parse_flags: -g
1740413442.727296 args_parse_flags: next @dracula-plugins
1740413442.727298 args_parse: flags end at 2 of 4
1740413442.727300 args_parse: 2 = @dracula-plugins (type STRING)
1740413442.727302 args_parse: 3 = cpu-usage ram-usage (type STRING)
1740413442.727305 args_parse_flags: next -g
1740413442.727307 args_parse_flags: -g
1740413442.727309 args_parse_flags: next @dracula-refresh-rate
1740413442.727311 args_parse: flags end at 2 of 4
1740413442.727313 args_parse: 2 = @dracula-refresh-rate (type STRING)
1740413442.727315 args_parse: 3 = 1 (type STRING)
1740413442.727318 args_parse_flags: next -g
1740413442.727320 args_parse_flags: -g
1740413442.727322 args_parse_flags: next @dracula-border-contrast
1740413442.727324 args_parse: flags end at 2 of 4
1740413442.727326 args_parse: 2 = @dracula-border-contrast (type STRING)
1740413442.727328 args_parse: 3 = true (type STRING)
1740413442.727331 args_parse_flags: next -g
1740413442.727333 args_parse_flags: -g
1740413442.727335 args_parse_flags: next @dracula-show-left-icon
1740413442.727337 args_parse: flags end at 2 of 4
1740413442.727339 args_parse: 2 = @dracula-show-left-icon (type STRING)
1740413442.727341 args_parse: 3 = tmux (type STRING)
1740413442.727344 args_parse_flags: next ~/.tmux/plugins/tpm/tpm
1740413442.727346 args_parse: flags end at 1 of 2
1740413442.727348 args_parse: 1 = ~/.tmux/plugins/tpm/tpm (type STRING)
1740413442.727408 cmd_parse_build_commands: set-option -s escape-time 0 ;; unbind-key C-b ;; set-option -g prefix C-space ;; bind-key C-space send-prefix ;; bind-key q kill-session ;; bind-key x kill-pane ;; bind-key v split-window -v ;; bind-key h select-pane -L ;; bind-key j select-pane -D ;; bind-key k select-pane -U ;; bind-key l select-pane -R ;; bind-key -r H resize-pane -L 10 ;; bind-key -r J resize-pane -D 10 ;; bind-key -r K resize-pane -U 10 ;; bind-key -r L resize-pane -R 10 ;; set-window-option -g mouse on ;; set-option -g status-position top ;; set-option -g status-interval 1 ;; set-option -g automatic-rename on ;; set-option -g automatic-rename-format "#{b:pane_current_path}" ;; set-option -g @plugin tmux-plugins/tpm ;; set-option -g @plugin tmux-plugins/tmux-sensible ;; set-option -g @plugin christoomey/vim-tmux-navigator ;; set-option -g @plugin dracula/tmux ;; set-option -g @dracula-plugins "cpu-usage ram-usage" ;; set-option -g @dracula-refresh-rate 1 ;; set-option -g @dracula-border-contrast true ;; set-option -g @dracula-show-left-icon tmux ;; run-shell \\~/.tmux/plugins/tpm/tpm
1740413442.727432 cmdq_get_command: [set-option/0x144e28290] group 2709
1740413442.727435 cmdq_get_command: [unbind-key/0x144e25c10] group 2712
1740413442.727437 cmdq_get_command: [set-option/0x144e28d20] group 2715
1740413442.727440 cmdq_get_command: [bind-key/0x144e1faa0] group 2718
1740413442.727442 cmdq_get_command: [bind-key/0x144e1dc50] group 2721
1740413442.727444 cmdq_get_command: [bind-key/0x144e16fe0] group 2724
1740413442.727446 cmdq_get_command: [bind-key/0x144e144d0] group 2727
1740413442.727448 cmdq_get_command: [bind-key/0x144e121f0] group 2730
1740413442.727450 cmdq_get_command: [bind-key/0x144e0d940] group 2733
1740413442.727452 cmdq_get_command: [bind-key/0x144e072c0] group 2736
1740413442.727454 cmdq_get_command: [bind-key/0x144e595f0] group 2739
1740413442.727456 cmdq_get_command: [bind-key/0x144e57760] group 2742
1740413442.727458 cmdq_get_command: [bind-key/0x144e57410] group 2745
1740413442.727460 cmdq_get_command: [bind-key/0x144e546e0] group 2748
1740413442.727462 cmdq_get_command: [bind-key/0x144e4daf0] group 2751
1740413442.727465 cmdq_get_command: [set-window-option/0x144e47320] group 2754
1740413442.727467 cmdq_get_command: [set-option/0x144e39880] group 2757
1740413442.727469 cmdq_get_command: [set-option/0x144e44cf0] group 2760
1740413442.727471 cmdq_get_command: [set-option/0x144e35500] group 2763
1740413442.727476 cmdq_get_command: [set-option/0x144e36060] group 2766
1740413442.727479 cmdq_get_command: [set-option/0x144e29540] group 2769
1740413442.727481 cmdq_get_command: [set-option/0x144e2f7d0] group 2772
1740413442.727483 cmdq_get_command: [set-option/0x144e2e170] group 2775
1740413442.727485 cmdq_get_command: [set-option/0x144e2eb40] group 2778
1740413442.727487 cmdq_get_command: [set-option/0x144e23f50] group 2781
1740413442.727489 cmdq_get_command: [set-option/0x144e1a7a0] group 2784
1740413442.727491 cmdq_get_command: [set-option/0x144e10400] group 2787
1740413442.727493 cmdq_get_command: [set-option/0x144e54540] group 2790
1740413442.727495 cmdq_get_command: [run-shell/0x144e4e610] group 2793
1740413442.727497 cmdq_append <global>: [set-option/0x144e28290]
1740413442.727499 cmdq_append <global>: [unbind-key/0x144e25c10]
1740413442.727501 cmdq_append <global>: [set-option/0x144e28d20]
1740413442.727503 cmdq_append <global>: [bind-key/0x144e1faa0]
1740413442.727505 cmdq_append <global>: [bind-key/0x144e1dc50]
1740413442.727507 cmdq_append <global>: [bind-key/0x144e16fe0]
1740413442.727509 cmdq_append <global>: [bind-key/0x144e144d0]
1740413442.727511 cmdq_append <global>: [bind-key/0x144e121f0]
1740413442.727513 cmdq_append <global>: [bind-key/0x144e0d940]
1740413442.727515 cmdq_append <global>: [bind-key/0x144e072c0]
1740413442.727516 cmdq_append <global>: [bind-key/0x144e595f0]
1740413442.727518 cmdq_append <global>: [bind-key/0x144e57760]
1740413442.727520 cmdq_append <global>: [bind-key/0x144e57410]
1740413442.727522 cmdq_append <global>: [bind-key/0x144e546e0]
1740413442.727524 cmdq_append <global>: [bind-key/0x144e4daf0]
1740413442.727526 cmdq_append <global>: [set-window-option/0x144e47320]
1740413442.727528 cmdq_append <global>: [set-option/0x144e39880]
1740413442.727529 cmdq_append <global>: [set-option/0x144e44cf0]
1740413442.727531 cmdq_append <global>: [set-option/0x144e35500]
1740413442.727533 cmdq_append <global>: [set-option/0x144e36060]
1740413442.727535 cmdq_append <global>: [set-option/0x144e29540]
1740413442.727537 cmdq_append <global>: [set-option/0x144e2f7d0]
1740413442.727538 cmdq_append <global>: [set-option/0x144e2e170]
1740413442.727540 cmdq_append <global>: [set-option/0x144e2eb40]
1740413442.727542 cmdq_append <global>: [set-option/0x144e23f50]
1740413442.727544 cmdq_append <global>: [set-option/0x144e1a7a0]
1740413442.727546 cmdq_append <global>: [set-option/0x144e10400]
1740413442.727548 cmdq_append <global>: [set-option/0x144e54540]
1740413442.727550 cmdq_append <global>: [run-shell/0x144e4e610]
1740413442.727552 cmdq_append <global>: [cfg_done/0x144e422b0]
1740413442.727554 peer 0x148048000 message 200
1740413442.727557 cmd_parse_build_commands 0:0: new-session
1740413442.727559 args_parse: flags end at 1 of 1
1740413442.727562 cmd_parse_build_commands: new-session
